собраны фото да нет,Kod,Nash tur,Slug,Dnej,Operator,Ssylka operatora,Foto 1,Foto 2,Foto 3,Foto 4,Foto 5,Foto 6,Foto 7,Foto 8,Foto 9,Foto 10,Foto 11,Foto 12,Foto 13,Foto 14,Foto 15,Foto 16,Foto 17,Foto 18,Foto 19,Foto 20,Foto 21,Foto 22,Foto 23,Foto 24,Foto 25,Foto 26,Foto 27,Foto 28,Foto 29,Foto 30,Foto 31,Foto 32,Foto 33,Foto 34,Foto 35,Foto 36,Foto 37,Foto 38,Foto 39,Foto 40,Foto 41
,1109,Малое Золотое кольцо России,maloe-zolotoe-kolco-4-dnya,4,Большая Страна,https://bolshayastrana.com/tury-po-zolotomu-kolcu/maloe-zolotoe-kolco-rossii-245179,Малое Золотое кольцо,Успенский собор,Церковь Покрова на Нерли — XII век,Суздаль — 200 памятников,Ярославль — Кострома,Ипатьевский монастырь,Ростовский кремль — 15 колоколов,Троице-Сергиева Лавра — ЮНЕСКО,Слово о полку Игореве,Спасо-Преображенский,Переславль-Залесский,Церковь Ильи,Преображенский монастырь,Кострома,Космос,Храм Северо,Собор Московского,Дмитриевский собор,Суздальский кремль,Рождественский собор,Покровский монастырь,Слова о полку Игореве,Костромской кремль,Богоявленский собор,Иван Васильевич меняет профессию,Малые переходы по стенам кремля,Музей ростовской финифти,Преображенский собор,Владимир — Боголюбово,Суздаль — Иваново,Ростов Великий — Переславль,,,,,,,,,,
,1110,Москва день за днём,moskva-den-za-dnyom-5-dnej,5,Большая Страна,https://bolshayastrana.com/moskva/moskva-den-za-dnem-puteshestvie-za-5-dnej-229600,Парк Зарядье,Коломенское,Новая география Москвы,Музей Победы,"Кремль — Соборная площадь, Царь-пушка",Полёты над Москвой/Россией,Красный Октябрь,Дворец Алексея,Памятник Петру,Пушкинский музей,Церковь Вознесения,Воссозданный дворец,Москва многоликая,Лужники,Храм Христа,Парящий мост,Поклонная гора,,,,,,,,,,,,,,,,,,,,,,,,
,1111,Москва на выходные,moskva-na-vyhodnye,3,Большая Страна,https://bolshayastrana.com/moskva/moskva-den-za-dnem-puteshestvie-za-2-dnya-229605,Москва-Сити,Замоскворечье,Третьяковская галерея,Московский Кремль,Город столиц,Федерация,Утро стрелецкой казни,Иван Грозный,Явление Христа народу,Эволюция,Неизвестная,Утро в сосновом лесу,Успенский собор,Архангельский собор,Благовещенский собор,,,,,,,,,,,,,,,,,,,,,,,,,,
,1112,Москва — столичные выходные,moskva-stolichnye-vyhodnye,4,Большая Страна,https://bolshayastrana.com/moskva/tri-dnya-v-moskve-345550,Кремль — Оружейная палата,Красная площадь и Собор Василия Блаженного,"Третьяковка — Рублёв, Репин, Васнецов","Третьяковка, ВДНХ",Москва-Сити — 89 этаж,Зарядье,Троица,Бурлаки на Волге,Богатыри,Космос,Восток,Дружба народов,Храм Христа,Поклонная гора,Исторический музей,Московский кремль,Успенский собор,Архангельский собор,Третьяковская галерея,Лужники,Утро в сосновом лесу,Федерация,Царицыно,Пушкинский музей,Заезд,"Кремль, Красная площадь",,,,,,,,,,,,,,,
,1113,Московская история за 7 дней,moskovskaya-istoriya-7-dnej,7,Большая Страна,https://bolshayastrana.com/moskva/moskovskaya-istoriya-za-7-dnej-229413,Зарядье и Парящий мост,Коломенское,ВДНХ,Третьяковская галерея,Троице-Сергиева Лавра — ЮНЕСКО,Царицыно,Кремль,Полёты над Россией/Москвой,Космос,Восток,Дружба народов,Каменный цветок,Памятник Пушкину,Заповедник Александровская,Церковь Вознесения,Музей Пушкина,Распятская церковь,Покровская церковь,Успенский собор,Москва многоликая,Москва-Сити,Храм Христа,Московская история за,«Полёты над Москвой»,Арбат,Воздвиженка,Замоскворечье,Сергиев Посад,Александровская слобода,,,,,,,,,,,,
,1114,Московский калейдоскоп,moskva-kalejdoskop-5-dnej,5,Большая Страна,https://bolshayastrana.com/moskva/glavnye-dostoprimechatelnosti-moskvy-98037,Москва-Сити,Музей сословий,Третьяковская галерея,Библиотека «Ленинка»,Кремль,Финал,Эволюция,Утро стрелецкой казни,Иван Грозный,Явление Христа народу,Неизвестная,Утро в сосновом лесу,Ленинки,Москва многоликая,Лужники,Храм Христа,Пречистенье,Замоскворечье,Российская государственная библиотека,,,,,,,,,,,,,,,,,,,,,,
,1115,Петербург и Валаам на метеоре — 5 дней,peterburg-i-valaam-5-dnej,5,Большая Страна,https://bolshayastrana.com/leningradskaya-oblast/svyatye-kupola-sankt-peterburga-i-valaama-365553,Санкт-Петербург,Метеор по Ладожскому озеру,Спасо-Преображенский монастырь,Никольский скит на островке,Обед в монастырской трапезной,Музей Фаберже,Эрмитаж и Петергоф,Северные острова дельты Невы,Газпром Арена,Гора Фавор,Финский залив,Ладожское озеро,Гостиный двор,Невский проспект,Окончание,Адмиралтейская,Озерки,Важно,Самсон,Русский музей,Петропавловская крепость,Валаам на метеоре — 5 дней,Остров Валаам,Петербург и Валаам на метеоре,,,,,,,,,,,,,,,,,
,1116,Петербург и Выборг — 5 дней,peterburg-i-vyborg-5-dnej,5,Большая Страна,https://bolshayastrana.com/leningradskaya-oblast/mnogolikij-peterburg-i-neizvestnyj-vyborg-362983,Санкт-Петербург,Кронштадт,Парк Монрепо,Средневековый Выборгский замок,Библиотека Алвара Аалто,Мастер-класс по выборгскому кренделю,Водная прогулка по заливу,Остров фортов,Ленинский комсомол,Самсон,Мой покой,Финляндия в миниатюре,Башня Святого,Невский проспект,Петропавловская крепость,Окончание,Финский залив,Дом Зингера,Русский музей,Большой Конюшенной,Нарцисс,Ущелье Святого,Важно,Крендель и Ко,Виктория,Ласточке,Ласточек,Выборг — 5 дней,Петергоф,"Библиотека Аалто, крендель",Петербург и Выборг,,,,,,,,,,
,1117,Петербург на выходные,peterburg-na-vyhodnye,3,Большая Страна,https://bolshayastrana.com/sankt-peterburg/v-peterburg-na-3-dnya-366359,Санкт-Петербург,Петропавловская крепость,Эрмитаж — Зимний дворец,Музей Фаберже,Царское Село,Невский проспект,Шуваловский дворец,Екатерининский дворец,Исаакиевская площадь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1118,Петербург — Выборг — Карелия,peterburg-vyborg-kareliya-6-dnej,6,Большая Страна,https://bolshayastrana.com/leningradskaya-oblast/top-3-sankt-peterburg-vyborg-kareliya-246450,Санкт-Петербург,Карелия,Горный парк Рускеала,Водопады Ахвенкоски,Парк Монрепо,Средневековый Выборгский замок,Музей Фаберже и Эрмитаж,Фонтаны Петергофа,Северные острова дельты Невы,Самсон,Финляндия в миниатюре,Нарцисс,А зори здесь тихие,Финский залив,Гостиный двор,Невский проспект,Исаакиевская площадь,Окончание,Газпром Арена,Адмиралтейская,Петропавловская крепость,Ущелье Святого,Важно,Дом Зингера,Русский музей,Каньон Рускеала,Петербург — Выборг,,,,,,,,,,,,,,
,1119,Петербург — ночные мосты и Павловск,peterburg-razvodye-mostov-5-dnej,5,Большая Страна,https://bolshayastrana.com/leningradskaya-oblast/peterburg-pyotr-ot-pervogo-kamnya-do-neboskreba-239657,Санкт-Петербург,Ночная экскурсия,Храм Спас на Крови,Бриллиантовая кладовая Эрмитажа,Павловский дворец,Фонтаны Петергофа,Самсон,Чижику-Пыжику,Памятник Чижику,Мемориал Александру,Михайловский замок,Окончание,Невский проспект,Храм Воскресения,Тайны Дома Романовых,Адмиралтейская,Площадь Восстания,Ночной Петербург,,,,,,,,,,,,,,,,,,,,,,,
,1120,Петербург — от Петра до небоскрёба,peterburg-ot-petra-do-neboskreba,3,Большая Страна,https://bolshayastrana.com/leningradskaya-oblast/peterburg-pyotr-ot-pervogo-kamnya-do-neboskreba-vesna-leto-244639,Санкт-Петербург,VR-экскурсия,Большой Петергофский дворец,Кронштадт — Морской собор,Ораниенбаум,"Лахта-центр, Кронштадт",Новый Петербург,Петропавловская крепость,Константиновский дворец,Меншиковский дворец,Большой Меншиковский,Петровский Петербург,Газпром Арена,Башня Лахта,Стрельна,,,,,,,,,,,,,,,,,,,,,,,,,,
,1121,Петербургские истории с Выборгом — 7 дней,peterburg-istorii-vyborg-7-dnej,7,Большая Страна,https://bolshayastrana.com/leningradskaya-oblast/klassicheskij-peterburg-i-srednevekovyj-vyborg-363121,Санкт-Петербург,Петербургские истории с Выборгом,Парк Монрепо,Петергоф с работающими фонтанами,Ораниенбаум,Гатчина,Спас-на-Крови,Эрмитаж и Русский музей,Дворец Павла,Самсон,Меншиковский дворец,Китайский дворец,Большой Меншиковский,Гатчинский парк,Бурлаки на Волге,Последний день Помпеи,Храм Спаса,Царское село,Екатерининский дворец,Музей Фаберже,,,,,,,,,,,,,,,,,,,,,
,1122,Покажите нам Москву,moskva-pokazhite-nam-4-dnya,4,Большая Страна,https://bolshayastrana.com/moskva/pokazhite-nam-moskvu-moskvichi--229953,Кремль,Усадьба Кусково,Парк Зарядье,Лужники,Полёты над Москвой/Россией,Москва-Сити,Храм Христа,Кремлёвская набережная,Москва многоликая,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1123,Портрет великого города — осень и зима,peterburg-portret-velikogo-goroda,7,Большая Страна,https://bolshayastrana.com/sankt-peterburg/osennij-portret-velikogo-goroda-peterburga-tur-na-7-dnej-238030,Санкт-Петербург,Эрмитаж без летних очередей,Смотровая площадка Лахта-центра — 462 м,Петербургское метро,Кронштадт — Морской собор,Петергофский дворец,Царское Село — Янтарная комната,Петропавловская крепость,Невский проспект,Исаакиевский собор,Храм Петербурга,Казанский собор,Остров фортов,Финский залив,Итальянский дворец,Большой Петергофский,Екатерининский дворец,Музей Фаберже,Русский музей,Зимний Петербург,Портрет великого города,Петроградская сторона,"Лахта-центр, метро",,,,,,,,,,,,,,,,,,
,1124,Родители с детьми в Петербурге — 7 дней,peterburg-roditeli-s-detmi-7-dnej,7,Большая Страна,https://bolshayastrana.com/sankt-peterburg/semejnye-kanikuly-v-peterburge-6-dnej-227195,Санкт-Петербург,Петропавловская крепость,Эрмитаж,Царское Село,Гранд Макет Россия,Музей железных дорог,Кронштадт,Комендантский дом,Невский проспект,Екатерининский дворец,Артмуза,Остров фортов,Питерлэнд,Лицей Пушкина,Кунсткамера,Васильевский остров,Родители с детьми в Петербурге,,,,,,,,,,,,,,,,,,,,,,,,
,1125,Санкт-Петербург — шедевры Северной столицы,peterburg-shedevry-severnoj-stolicy,5,Большая Страна,https://bolshayastrana.com/sankt-peterburg/shedevry-severnoj-tur-na-5-282642,Санкт-Петербург,Эрмитаж,Петергофский дворец,Янтарная комната Царского Села,Кронштадт — Морской собор,Остров фортов,Дворец Меншикова,Васильевский остров,Исаакиевский собор,Петропавловская крепость,Царское село,Остров Котлин,Храм Военно,Святой Софии,Севкабель Порт,Артмуза,Дворец Петербурга,Самсон,Большой Петергофский,Парадный Петербург,Екатерининский дворец,Финал,,,,,,,,,,,,,,,,,,,
,1126,Семейные каникулы в Петербурге,peterburg-semejnye-kanikuly,5,Большая Страна,https://bolshayastrana.com/sankt-peterburg/semejnye-kanikuly-v-peterburge-343448,Санкт-Петербург,Квест «Загадай желание»,Рыцарский зал,Фонтаны-шутихи Петергофа,Интерактивный Кронштадт,Янтарная комната — 6 тонн янтаря,Парта Пушкина в Лицее,Комендантский дом,Гранд Макет Россия,Петропавловская крепость,Царское село,Екатерининский дворец,Эрмитаж,Невский проспект,Музей железных дорог,Кунсткамера,,,,,,,,,,,,,,,,,,,,,,,,,
,1127,Татарстан на 100 процентов,tatarstan-na-100-procentov,6,Большая Страна,https://bolshayastrana.com/tatarstan/v-kazan-den-za-dnem-tur-na-5-dnej-386065,Казань в парках,"Казанский Кремль — ЮНЕСКО, Кул-Шариф",Елабуга — Шишкин,Свияжск по Волге,Раифский монастырь,Храм всех религий,Татарская кухня,«Огни Казани»,Чёртово,Площадь Тысячелетия,Музей Баратынского,Парк Тысячелетия,Легенды,Туган авылым,Старо-Татарская,Озеро Кабан,Площадь Свободы,Мечеть Марджани,Белокаменная крепость,Всех Скорбящих Радость,Мечеть Татарстана,Башня Сююмбике,Крепость Ивана,Благовещенский собор,Успенский монастырь,Рождественская площадь,Волжско-Камский,Цветущая Боратынка,Чёрное озеро,Цветаева,,,,,,,,,,,
,1128,Я шагаю по Москве,moskva-ya-shagayu-6-dnej,6,Большая Страна,https://bolshayastrana.com/moskva/ya-shagayu-po-moskve-ehkskursionnyj-tur-na-6-dnej-247124,Зарядье,Коломенское — «восьмое чудо света»,Арбат,ВДНХ,Третьяковская галерея,Царицыно,Полёты над Россией/Москвой,Космос,Восток,Церковь Вознесения,Памятник Пушкину,Успенский собор,Дворец Алексея,Дружба народов,Троица,Всадница,Бурлаки на Волге,Лужники,Москва-Сити,Храм Христа,Парящий мост,Замоскворечье,,,,,,,,,,,,,,,,,,,
да,1129,КавМинВоды — 5 курортных городов за 1 день,kavminvody-5-gorodov,1,Кандагар,https://www.kandagar.com/,КавМинВоды — 5 курортных городов,5 курортных городов,Провал в Пятигорске,Нарзанная галерея,Дворец Эмира,Пушкинская галерея,Кисловодск,Ессентуки,Железноводск,Беседка Эолова,5 городов КавМинВод,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1130,Плато Бермамыт и Джилы-Су,bermamyt-dzhily-su,1,Кандагар,https://www.kandagar.com/,Приэльбрусье,Нарзанные источники,Кавказским Гранд-Каньоном,Джилы-Су,Плато Бермамыт,Водопад Султан,Кавказский Гранд-Каньон,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1131,Пятигорск и Кисловодск за 1 день,pyatigorsk-kislovodsk-1-den,1,Кандагар,https://www.kandagar.com/,КавМинВоды,Озеро Провал,Беседка Эола,Нарзанная галерея,Пятигорск,Кисловодск,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1132,Парк Лога — сказочный парк у Каменска,park-loga-1-den,1,Парк Лога,https://amra-turistik.ru/tours/velikolepnye-vyhodnye-v-rostovskoj-oblasti-8,Ростовская область,Бесплатный вход в парк,Мини-зоопарк,Каменска-Шахтинского,Парк Лога,Парк Патриот,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1133,Беларусь: Путь Магнатов,belarus-put-magnatov-5-dnej,5,Русь,https://rt.plus/belarus/,Беларусь,Минск — Беловежская пуща,Брестская крепость,Несвижский дворец Радзивиллов,Мирский замок — ЮНЕСКО,Английский парк,Прибытие — Минск,Проспект Независимости,Площадь Победы,Экологическая тропа,Жажда,Улица Советская,Холмские ворота,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1134,Белорусская мозаика,belorusskaya-mozaika-1-den,1,Русь,https://rt.plus/belarus/,Беларусь,Усадьба Огинского,Гервяты — «белорусский Нотр-Дам»,Росписи костёла в Солах,Прощание с родиной,Восстановленный дворец,Залесье — Сморгонь,Сморгонь,Островец,Продолжительность,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1135,Белорусские каникулы,belorusskie-kanikuly-3-dnya,3,Русь,https://rt.plus/belarus/,Беларусь,Концерт струнного квартета,Замки ЮНЕСКО,Парк «Сула» с анимацией,Гостиница с аквапарком,Верхний город,Петро-Павловская,Павловская церковь,Мирский замок,Несвижский дворец,Английский парк,Минск,Площадь Свободы,Площадь Независимости,Замки Мира,Несвижа,,,,,,,,,,,,,,,,,,,,,,,,,
да,1136,Большое путешествие в Беларусь,bolshoe-puteshestvie-v-belarus-8-dnej,8,Русь,https://rt.plus/belarus/,Беларусь,Завод БелАЗ,Хатынь и Курган Славы,Два замка ЮНЕСКО,Брестская крепость,Беловежская пуща с зубрами,Королевский Гродно,Линия Сталина,Замок Гедимина,Минск,Площадь Независимости,Проспект Независимости,В мире гигантов,Кладбище деревень,Мирский замок,Английский парк,Жажда,Улица Советская,Холмские ворота,Экологическая тропа,Каложская церковь,Лидский замок,Дудутки,Замки Мира,Несвижа,Беловежская пуща — Гродно,Гродно — Лида,,,,,,,,,,,,,,
да,1137,Вся Беларусь за 7 дней,vsya-belarus-7-dnej,7,Русь,https://rt.plus/belarus/,Вся Беларусь за,Мирский и Несвижский замки,Брестская крепость,Беловежская пуща с зубрами,Королевский Гродно,Лидский замок Гедимина,Новогрудок,Минск-Арена,Дудутки,Площадь Независимости,Площадь Европы,Проспект Независимости,Мирский замок,Английский парк,Жажда,Холмские ворота,Вольеры,Курган Адама,Каложская церковь,Прибытие в Минск,Замки Мира,Несвижа,Минск — Брест,Беловежская пуща — Гродно,Гродно — Лида,,,,,,,,,,,,,,,,
да,1138,Гранд-тур по Белой Руси,grand-tur-po-beloj-rusi-10-dnej,10,Русь,https://rt.plus/belarus/,Беларусь,Всё лучшее за 10 дней,Дудутки + БелАЗ,Хатынь + Курган Славы,Замки ЮНЕСКО,Брест + Беловежская пуща,Гродно + Лида,Линия Сталина,Музей ВОВ + Строчицы,Брестская крепость,Минск,Площадь Независимости,Проспект Независимости,Кладбище деревень,Мирский замок,Несвижский дворец,Жажда,Улица Советская,Холмские ворота,Замок Гедимина,Каложская церковь,Лидский замок,Дудутки — БелАЗ,Хатынь — Курган Славы,Замки Мира,Несвижа,Беловежская пуща — Гродно,Гродно — Лида,Музей ВОВ — Строчицы,,,,,,,,,,,,
да,1139,Дорогами Беларуси,dorogami-belarusi-3-dnya,3,Русь,https://rt.plus/belarus/,Беларусь,Мирский замок — ЮНЕСКО,Несвижский дворец Радзивиллов,Дудутки,Петро-Павловская,Площадь Свободы,Площадь Независимости,Проспект Независимости,Площадь Победы,Павловская церковь,Английский парк,Минск,Замки Мира,Несвижа,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1140,Заповедная Беларусь,zapovednaya-belarus-3-dnya,3,Русь,https://rt.plus/belarus/,Беларусь,Минск — Пинск,Беловежская пуща,Брестская крепость,Проспект Независимости,Бутримовичский дворец,Минск,Петро-Павловская,Площадь Независимости,Павловская церковь,Францисканский монастырь,Экологическая тропа,Жажда,Улица Советская,Холмские ворота,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1141,Земля под белыми крыльями,zemlya-pod-belymi-krylyami-10-dnej,10,Русь,https://rt.plus/belarus/,Беларусь,Прибытие — Витебск,Ружаны — «белорусский Версаль»,Ружаны — Коссово,Пинск — Мотоль,Могилёв,Брестская крепость,Славянского базара,Успенский собор,Музей Марка,Художественный музей,Площадь Независимости,Проспект Независимости,Мирский замок,Несвижский дворец,Свято-Успенский,Крепость Святого,Успенский монастырь,Слоним — Сынковичи,Сынковичи,Жировичи,Дворец Пусловских,Набережная Пины,Жажда,Улица Советская,Францисканский монастырь,Бутримовичский дворец,Холмские ворота,Набережная Немана,Курган Мицкевича,Каложская церковь,Лидский замок,Звёздочка,Свято-Никольский,Набережная Днепра,Никольский монастырь,Витебск — Минск,Замки Мира,Несвижа,Беловежская пуща — Гродно,Гродно — Лида
да,1142,"Знакомьтесь, Беларусь!",znakomtes-belarus-3-dnya,3,Русь,https://rt.plus/belarus/,"Знакомьтесь, Беларусь",Мирский и Несвижский замки — ЮНЕСКО,Дудутки или БелАЗ на выбор,Компактный формат на выходные,Столица,Площадь Свободы,Площадь Независимости,Мирский замок,Английский парк,В мире гигантов,Минск,Замки Мира,Несвижа,,,,,,,,,,,,,,,,,,,,,,,,,,,,
да,1143,Июньские праздники в Беларуси,iyunskie-prazdniki-v-belarusi-4-dnya,4,Русь,https://rt.plus/belarus/,Беларусь,Длинные июньские выходные,Дудутки — БелАЗ,БелАЗ,Хатынь и Курган Славы,Замки ЮНЕСКО,Минск,Столица,Площадь Независимости,Набережная Свислочи,Проспект Независимости,Парк Горького,В мире гигантов,Кладбище деревень,Мирский замок,Несвижский дворец,Английский парк,Хатынь — Курган Славы,,,,,,,,,,,,,,,,,,,,,,,
да,1144,"К зубрам, замкам и БелАЗам",belarus-k-zubram-zamkam-belazam,5,Русь,https://rt.plus/belarus/,Беларусь,Зубры в Беловежской пуще,Завод БелАЗ,Брестская крепость — Клепачи,Замки ЮНЕСКО,Дудутки,Минск,Проспект Независимости,Жажда,Улица Советская,Холмские ворота,Английский парк,Мирский замок,В мире гигантов,"К зубрам, замкам",Замки Мира,Несвижа,,,,,,,,,,,,,,,,,,,,,,,,
да,1145,Чарующая Беларусь,charuyushchaya-belarus-5-dnej,5,Русь,https://rt.plus/belarus/,Беларусь,Лидский замок XIV века,Гродно — «белорусский Краков»,Органный концерт,Каложская церковь XII века,Этнографический комплекс «Коробчицы»,Замок Гедимина,Минск — Лида,Площадь Независимости,Проспект Независимости,Набережная Немана,Бернардинский монастырь,Рекомендация,Замок Лиды,Гродно — Коробчицы,Возвращение в Минск,,,,,,,,,,,,,,,,,,,,,,,,,
